"","ligand","receptor","species","celltype_sender","celltype_receiver","lr_co_exp_num","lr_co_ratio","lr_co_ratio_pvalue","score"
"195","PLAU","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.085,0.84956820659373
"196","PLAU","ITGB2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.407,0.717555121319248
"197","COL16A1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.022,0.878328817167688
"198","HSPG2","SDC1","Human","TDuct_epithelium","TPancreatic_tissue",21,0.295774647887324,0.559,0.620011615386869
"199","HSPG2","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.021,0.878777745802759
"200","HSPG2","FGFR1","Human","TDuct_epithelium","TPancreatic_tissue",19,0.267605633802817,0,0.994929967929448
"201","COL5A2","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.683,0.500054494993792
"202","COL4A1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.735,0.457204652767304
"203","AGRN","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.009,0.884147109891814
"204","ZG16B","CXCR4","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.004,0.854683693367657
"205","LAMB3","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.943,0.212043582091913
"206","LAMB3","ITGA6","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.544,0.486199968498911
"2081","SPP1","CD44","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.069,0.852598743421482
"209","SPP1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.022,0.878328817167688
"2101","LGALS9","CD44","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.292,0.743509422300352
"211","LGALS9","SLC1A5","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.608,0.473382841718155
"212","MDK","ITGA6","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.403,0.556313591659535
"2131","S100A10","CFTR","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0,0.832566429673607
"2141","HSP90AA1","CFTR","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.283,0.704982722122004
"2151","PLAU","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.976,0.124672684170343
"2171","LGALS8","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.768,0.387623127607606
"220","THBS1","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.88,0.278776596742249
"2211","CALR","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",18,0.253521126760563,0.529,0.552301398013733
"2221","TIMP2","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.996,0.0508974101800838
"2231","LAMB2","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.988,0.0881569004055785
"2241","LAMA5","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.69,0.448070689886737
"2251","ADAM9","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.593,0.513408309671054
"2261","LAMC1","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.659,0.469940504158913
"2271","LAMB3","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.992,0.0719798077663409
"2281","COL18A1","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",11,0.154929577464789,0.869,0.291273743048614
"229","LAMB1","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.707,0.435611663173356
"2301","LAMC2","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.987,0.0917566110963074
"2311","FN1","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.999,0.0254487050900419
"232","SLPI","CD4","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.671,0.494833017963794
"233","IL16","CD4","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.324,0.709306711883364
"234","CALM1","SCTR","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.433,0.593570220157996
"2381","LTB","TNFRSF1A","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.292,0.831656396210006
"2391","LAMC3","ITGB4","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.889,0.264189749586252
"2401","LAMB2","ITGB4","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.955,0.168213454871811
"2411","LAMA5","ITGB4","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.561,0.525395966011684
"2421","LAMC1","ITGB4","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.295,0.665808035596799
"2431","LAMB3","ITGB4","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0.953,0.171910895575832
"244","LAMB1","ITGB4","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.825,0.331721406537486
"2451","LAMC2","ITGB4","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0.996,0.0501515626431283
"247","HLA-B","CANX","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0,0.729950483400453
"249","AFDN","NECTIN2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.979,0.134010336688761
"252","APP","NOTCH2","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.641,0.557427333351942
"253","JAG2","NOTCH2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.332,0.760377517574441
"254","PDGFB","PDGFRA","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.267,0.855794812270066
"255","CD14","RIPK1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.032,0.822530158532954
"258","PLAU","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.143,0.839419107024506
"259","SPP1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",16,0.225352112676056,0,0.906751827453477
"260","NID1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.54,0.614989010659135
"261","PDGFB","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.013,0.900838659913387
"262","CALR","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",14,0.197183098591549,0.01,0.902206676889679
"263","FGG","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.271,0.774198282763705
"264","FGA","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0,0.906751827453477
"265","MFGE8","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.433,0.682778707215343
"267","FBN1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.238,0.791527348840043
"268","AZGP1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.148,0.836966811083252
"269","ADAM9","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.551,0.607591388672526
"270","VEGFA","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.001,0.906298338139064
"271","ADAM15","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",16,0.225352112676056,0,0.906751827453477
"272","COL1A2","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0.095,0.862606505490278
"273","COL4A1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.828,0.376056121840235
"274","FN1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.116,0.852539621897865
"275","PDGFB","PDGFRB","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.053,0.972422342835529
"276","MFGE8","PDGFRB","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.89,0.33141814480892
"2771","PSEN1","NOTCH3","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.55,0.658280630807152
"278","THBS2","NOTCH3","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0.387,0.76830747229531
"2791","SCGB3A1","NOTCH3","Human","TDuct_epithelium","TPancreatic_tissue",29,0.408450704225352,0,0.98130682583749
"280","JAG2","NOTCH3","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.007,0.977866220313496
"2821","BMP2","GPC1","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.583,0.553974619157233
"2831","APP","GPC1","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0.01,0.85357057911695
"2841","COL18A1","GPC1","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0.025,0.847079453893064
"2851","VEGFA","GPC1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0,0.85787071000524
"288","GNAI2","IGF1R","Human","TDuct_epithelium","TPancreatic_tissue",11,0.154929577464789,0,0.922787132505579
"2891","S100A4","ERBB2","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.969,0.176054710514018
"2901","SEMA4D","ERBB2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.611,0.623650971598128
"2911","HLA-A","ERBB2","Human","TDuct_epithelium","TPancreatic_tissue",19,0.267605633802817,0.176,0.907675072273005
"292","HSP90B1","ERBB2","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0.571,0.654930851050777
"293","HSP90AA1","ERBB2","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.759,0.490879984139613
"297","GNAI2","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",13,0.183098591549296,0,0.82750650590155
"298","AGT","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0,0.82750650590155
"299","SAA1","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.443,0.61758823551079
"301","APP","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.001,0.827092649158535
"302","CXCL1","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.08,0.793716357349804
"303","PPY","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",11,0.154929577464789,0.006,0.825020251391162
"304","CXCL16","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.663,0.480381603345991
"305","ANXA1","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.474,0.6001561889248
"306","COL6A1","ITGA1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.094,0.683093037033107
"307","COL5A1","ITGA1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.154,0.660086637456681
"308","COL6A2","ITGA1","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.139,0.665912757816239
"309","COL6A3","ITGA1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.286,0.606407921041213
"311","COL1A2","ITGA1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.351,0.578146775812821
"313","FBN1","ITGB6","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.723,0.428327792147741
"314","FN1","ITGB6","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.737,0.417363287239866
"3181","PLAU","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.694,0.4602322915877
"3191","SPP1","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",15,0.211267605633803,0.044,0.813477078028862
"3201","FGG","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.507,0.584170784787287
"3211","FGA","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0.009,0.828234278923899
"3231","FBN1","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.776,0.393767966650141
"3241","COL18A1","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",12,0.169014084507042,0.234,0.728166606888482
"3251","ADAM15","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.014,0.826142246588316
"3261","FN1","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.926,0.226324846098954
"330","PLAU","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.518,0.556987153531582
"331","SPP1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",21,0.295774647887324,0,0.802272044897032
"332","TLN1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.002,0.801469371314474
"333","COL4A2","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",16,0.225352112676056,0.003,0.801067732917258
"334","ADAM9","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.256,0.692003239091631
"335","COL18A1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",13,0.183098591549296,0.024,0.792586313032661
"336","LTBP3","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",12,0.169014084507042,0.013,0.797040217542981
"337","LTBP1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.31,0.666417211269377
"338","LAMC3","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.384,0.689580068609741
"339","COL6A1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.025,0.867554270775388
"340","COL6A2","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0.13,0.81950945870503
"341","MMP1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",15,0.211267605633803,0,0.878606363095799
"342","HSPG2","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.036,0.862646493174707
"343","LAMB3","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.51,0.615024454167059
"344","COL1A2","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0.081,0.842271488790497
"345","COL4A1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.728,0.458225017241639
"346","FN1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.243,0.764438028844214
"347","COL7A1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.353,0.706718539733648
"348","COL3A1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.153,0.808604305366812
"349","GAS6","AXL","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.057,0.96984046490549
"350","INS","INSR","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.874,0.32931513763135
"351","ARF1","INSR","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.886,0.31324117724739
"352","HRAS","INSR","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0,0.927740299052141
"353","CALM1","INSR","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.002,0.926812094418489
"354","PLAU","MRC2","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.228,0.857547214972399
"355","LGALS9","MRC2","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.001,0.975510918798765
"356","CALM1","AQP1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.059,0.687266280779772
"359","GNAS","VIPR1","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.001,0.819492318620628
"360","PTMA","VIPR1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0,0.819902372345873
"361","CALM1","VIPR1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.012,0.814968110649889
"3641","SEMA4D","PLXNB1","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.656,0.458120575250417
"365","SEMA4A","PLXNB1","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.73,0.405865800782789
"370","MDK","SDC4","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.999,0.026185700104885
"371","ALOX5AP","ALOX5","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.337,0.631029276849516
"373","SPTBN2","PTPRA","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.214,0.884028078778796
"375","LAMB2","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.389,0.694237884701092
"376","MDK","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.899,0.282259385229054
"377","ADAM9","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.478,0.641686578803259
"378","VEGFA","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.02,0.87922644521714
"379","SPON2","ITGB2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.824,0.390916728549184
"382","ADAM9","ITGA6","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.058,0.698808142019698
"3831","VIM","CD44","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.148,0.815623340021768
"3841","SEMA4D","PLXNB2","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.069,0.784833527594911
"42","GRN","TNFRSF1A","Human","TStroma","TDuct_epithelium",127,0.2981220657277,0.938,0.177911364546791
"91","EFNB1","ERBB2","Human","TStroma","TDuct_epithelium",8,0.0187793427230047,0.999,0.0257527970264315
"452","HBEGF","ERBB2","Human","TStroma","TDuct_epithelium",5,0.0117370892018779,0.999,0.0257527970264315
"702","JAG1","NOTCH3","Human","TStroma","TDuct_epithelium",16,0.0375586854460094,0.947,0.168416988331215
"802","MMP7","SDC1","Human","TStroma","TDuct_epithelium",58,0.136150234741784,0.262,0.643636953585082
"841","THBS1","SDC4","Human","TStroma","TDuct_epithelium",19,0.0446009389671361,0.986,0.084020822223322
"96","CDH1","ERBB3","Human","TStroma","TDuct_epithelium",14,0.0328638497652582,0.574,0.65165566988192
"98","CDH1","PTPRF","Human","TStroma","TDuct_epithelium",11,0.0258215962441315,0.533,0.509664983580239
"1081","NID1","PTPRF","Human","TStroma","TDuct_epithelium",12,0.028169014084507,0.087,0.712626133815026
"1822","TGM2","SDC4","Human","TStroma","TDuct_epithelium",70,0.164319248826291,0.996,0.0449110185878161
"1901","ADAM12","SDC4","Human","TStroma","TDuct_epithelium",14,0.0328638497652582,0.231,0.622710343010232
"2341","CALM1","SCTR","Human","TStroma","TDuct_epithelium",21,0.0492957746478873,0.885,0.249665667558613
"2382","LTB","TNFRSF1A","Human","TStroma","TDuct_epithelium",30,0.0704225352112676,0.001,0.714151890201577
"2781","THBS2","NOTCH3","Human","TStroma","TDuct_epithelium",27,0.0633802816901408,0.958,0.149924499379948
"2792","SCGB3A1","NOTCH3","Human","TStroma","TDuct_epithelium",22,0.0516431924882629,0.955,0.155186600285619
"2801","JAG2","NOTCH3","Human","TStroma","TDuct_epithelium",6,0.0140845070422535,0.939,0.180681163957134
"2892","S100A4","ERBB2","Human","TStroma","TDuct_epithelium",26,0.0610328638497653,0.99,0.0814374947235351
"2902","SEMA4D","ERBB2","Human","TStroma","TDuct_epithelium",3,0.00704225352112676,0.924,0.22450767950346
"2921","HSP90B1","ERBB2","Human","TStroma","TDuct_epithelium",35,0.0821596244131455,0.907,0.248350980641643
"2931","HSP90AA1","ERBB2","Human","TStroma","TDuct_epithelium",20,0.0469483568075117,0.989,0.0854123650388537
"3642","SEMA4D","PLXNB1","Human","TStroma","TDuct_epithelium",8,0.0187793427230047,0.368,0.567801131982079
"3651","SEMA4A","PLXNB1","Human","TStroma","TDuct_epithelium",3,0.00704225352112676,0.98,0.101007288476231
"3701","MDK","SDC4","Human","TStroma","TDuct_epithelium",43,0.10093896713615,0.993,0.0594116931549804
"374","MDK","SDC1","Human","TStroma","TDuct_epithelium",42,0.0985915492957746,0.985,0.0917610594584251
"13","SEMA3F","PLXNA3","Human","TStroma","TCancer_region",1,0.0029673590504451,0.996,0.0471375513969357
"121","VCL","ITGB5","Human","TStroma","TCancer_region",1,0.0029673590504451,0.999,0.0227747949702777
"186","TGFB1","SMAD3","Human","TStroma","TCancer_region",6,0.0178041543026706,0.933,0.201771739903553
"3010","LAMB1","ITGA2","Human","TStroma","TCancer_region",6,0.0178041543026706,0.652,0.426368372526182
"3310","SERPINE1","ITGB5","Human","TStroma","TCancer_region",3,0.00890207715133531,0.982,0.0966252717816999
"3411","COL1A1","ITGA5","Human","TStroma","TCancer_region",35,0.103857566765579,0.999,0.0237884335111372
"391","COL1A1","ITGA11","Human","TStroma","TCancer_region",34,0.100890207715134,0.708,0.393899435843311
"401","COL1A1","ITGA2","Human","TStroma","TCancer_region",21,0.0623145400593472,0.816,0.310030393359325
"492","FGF23","FGFR3","Human","TStroma","TCancer_region",2,0.00593471810089021,0.996,0.0449621970129484
"552","INHBA","SMAD3","Human","TStroma","TCancer_region",6,0.0178041543026706,0.202,0.696344874550112
"61","APOE","LRP5","Human","TStroma","TCancer_region",13,0.0385756676557863,0.869,0.325995947689419
"88","ADAM10","CD44","Human","TStroma","TCancer_region",1,0.0029673590504451,0.955,0.152424539578093
"92","ADAM10","AXL","Human","TStroma","TCancer_region",3,0.00890207715133531,0.877,0.252730531786124
"1061","LAMC2","ITGA2","Human","TStroma","TCancer_region",30,0.0890207715133531,0.006,0.720590532803306
"1112","VCAN","CD44","Human","TStroma","TCancer_region",9,0.0267062314540059,0.925,0.196779234446429
"1131","TIMP3","CD44","Human","TStroma","TCancer_region",3,0.00890207715133531,0.947,0.165419448948992
"1371","COL1A2","ITGA11","Human","TStroma","TCancer_region",20,0.0593471810089021,0.901,0.229356752308466
"138","COL14A1","CD44","Human","TStroma","TCancer_region",1,0.0029673590504451,0.995,0.0508081798593643
"1482","SEMA4C","PLXNB2","Human","TStroma","TCancer_region",6,0.0178041543026706,0.889,0.249967075633622
"1491","HAS2","CD44","Human","TStroma","TCancer_region",6,0.0178041543026706,0.233,0.629283459953731
"1511","GNAI2","EDNRA","Human","TStroma","TCancer_region",15,0.0445103857566766,0.304,0.603354980559946
"1532","AGTRAP","RACK1","Human","TStroma","TCancer_region",40,0.118694362017804,0.955,0.209928667798595
"1542","PKM","CD44","Human","TStroma","TCancer_region",25,0.0741839762611276,0.96,0.143707234073209
"1551","MMP1","CD44","Human","TStroma","TCancer_region",18,0.0534124629080119,0.999,0.0227221087957148
"1871","SEMA4A","PLXNB2","Human","TStroma","TCancer_region",2,0.00593471810089021,0.998,0.0335533832831296
"2102","LGALS9","CD44","Human","TStroma","TCancer_region",8,0.0237388724035608,0.965,0.134425808475719
"2152","PLAU","ITGA3","Human","TStroma","TCancer_region",6,0.0178041543026706,0.999,0.0230068758431822
"216","LAMA4","ITGA3","Human","TStroma","TCancer_region",9,0.0267062314540059,0.255,0.627965500937259
"2172","LGALS8","ITGA3","Human","TStroma","TCancer_region",5,0.0148367952522255,0.832,0.298203193240255
"2212","CALR","ITGA3","Human","TStroma","TCancer_region",75,0.222551928783383,0.922,0.20319122572828
"2272","LAMB3","ITGA3","Human","TStroma","TCancer_region",49,0.14540059347181,0.258,0.626699865453306
"2291","LAMB1","ITGA3","Human","TStroma","TCancer_region",16,0.0474777448071217,0.932,0.189719558433823
"2302","LAMC2","ITGA3","Human","TStroma","TCancer_region",80,0.237388724035608,0.004,0.726084754501392
"2432","LAMB3","ITGB4","Human","TStroma","TCancer_region",62,0.183976261127596,0.145,0.673299517452952
