"","ligand","receptor","species","celltype_sender","celltype_receiver","lr_co_exp_num","lr_co_ratio","lr_co_ratio_pvalue","score"
"2441","LAMB1","ITGB4","Human","TStroma","TCancer_region",16,0.0474777448071217,0.989,0.0763697885998831
"2452","LAMC2","ITGB4","Human","TStroma","TCancer_region",93,0.275964391691395,0.012,0.723775233534765
"2822","BMP2","GPC1","Human","TStroma","TCancer_region",1,0.0029673590504451,0.987,0.0845772523591601
"2832","APP","GPC1","Human","TStroma","TCancer_region",37,0.109792284866469,0.952,0.162518391290151
"2852","VEGFA","GPC1","Human","TStroma","TCancer_region",6,0.0178041543026706,0.984,0.0938300369596337
"2903","SEMA4D","ERBB2","Human","TStroma","TCancer_region",1,0.0029673590504451,0.993,0.0634570738737574
"2912","HLA-A","ERBB2","Human","TStroma","TCancer_region",54,0.160237388724036,0.997,0.0415424063438425
"2922","HSP90B1","ERBB2","Human","TStroma","TCancer_region",23,0.0682492581602374,0.985,0.0928916445337504
"3182","PLAU","ITGA5","Human","TStroma","TCancer_region",7,0.0207715133531157,0.915,0.219318520325286
"3192","SPP1","ITGA5","Human","TStroma","TCancer_region",37,0.109792284866469,0.937,0.188814837450792
"3212","FGA","ITGA5","Human","TStroma","TCancer_region",4,0.0118694362017804,0.999,0.0237884335111372
"3221","FGB","ITGA5","Human","TStroma","TCancer_region",5,0.0148367952522255,0.873,0.268082030826484
"3232","FBN1","ITGA5","Human","TStroma","TCancer_region",10,0.029673590504451,0.859,0.282471997226
"3252","ADAM15","ITGA5","Human","TStroma","TCancer_region",12,0.0356083086053412,0.996,0.0475768670222745
"327","WNT7B","LRP5","Human","TStroma","TCancer_region",5,0.0148367952522255,0.604,0.566792567656461
"3311","SPP1","ITGB5","Human","TStroma","TCancer_region",24,0.0712166172106825,0.964,0.136648769821666
"3321","TLN1","ITGB5","Human","TStroma","TCancer_region",6,0.0178041543026706,0.996,0.0455495899405554
"3331","COL4A2","ITGB5","Human","TStroma","TCancer_region",18,0.0534124629080119,0.998,0.0322084239272333
"3361","LTBP3","ITGB5","Human","TStroma","TCancer_region",15,0.0445103857566766,0.998,0.0322084239272333
"3391","COL6A1","ITGA2","Human","TStroma","TCancer_region",7,0.0207715133531157,0.886,0.244032565404627
"3401","COL6A2","ITGA2","Human","TStroma","TCancer_region",9,0.0267062314540059,0.995,0.0511069968850884
"3412","MMP1","ITGA2","Human","TStroma","TCancer_region",23,0.0682492581602374,0.624,0.443189316006213
"3421","HSPG2","ITGA2","Human","TStroma","TCancer_region",25,0.0741839762611276,0.471,0.525682108140267
"3431","LAMB3","ITGA2","Human","TStroma","TCancer_region",20,0.0593471810089021,0.061,0.700371001347868
"3441","COL1A2","ITGA2","Human","TStroma","TCancer_region",15,0.0445103857566766,0.759,0.354816560063816
"3461","FN1","ITGA2","Human","TStroma","TCancer_region",4,0.0118694362017804,0.997,0.0395873095621244
"3471","COL7A1","ITGA2","Human","TStroma","TCancer_region",9,0.0267062314540059,0.171,0.658070806718807
"3481","COL3A1","ITGA2","Human","TStroma","TCancer_region",7,0.0207715133531157,0.995,0.0511069968850884
"3702","MDK","SDC4","Human","TStroma","TCancer_region",27,0.0801186943620178,0.999,0.0234801756462386
"3842","SEMA4D","PLXNB2","Human","TStroma","TCancer_region",5,0.0148367952522255,0.892,0.246566004563095
"116","SEMA3F","PLXNA3","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.004,0.800466100513548
"46","GRN","TNFRSF1A","Human","TStroma","TPancreatic_tissue",74,0.248322147651007,0.999,0.0316029102708099
"66","ICAM3","ITGB2","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.964259529657291
"73","EFNB1","EPHB6","Human","TStroma","TPancreatic_tissue",18,0.0604026845637584,0,0.815299082720515
"87","EFNB1","EPHB4","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0,0.808034749568093
"93","EFNB1","ERBB2","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0.001,0.999498419153914
"119","SEMA4G","PLXNB2","Human","TStroma","TPancreatic_tissue",26,0.087248322147651,0.004,0.947933783542669
"1210","VCL","ITGB5","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.803347035481647
"1310","EFNA2","EPHA2","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.002,0.997439483734125
"1410","LGALS1","ITGB1","Human","TStroma","TPancreatic_tissue",25,0.0838926174496644,0.032,0.937552217072045
"152","MMP2","PECAM1","Human","TStroma","TPancreatic_tissue",49,0.164429530201342,0,0.972511064536746
"1610","MMP2","FGFR1","Human","TStroma","TPancreatic_tissue",52,0.174496644295302,0,0.999688687782228
"1710","PLAT","ITGB2","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.964259529657291
"1810","TGFB1","SMAD3","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0.02,0.973071533746736
"1910","TGFB1","ITGB6","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.523,0.565299434641082
"2010","TGFB1","ITGAV","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.999332196068698
"2110","TGFB1","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0.008,0.949103604092001
"2210","TGFB1","CXCR4","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.001,0.982688687787353
"235","TGFB1","ITGB5","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.803347035481647
"248","COMP","ITGB1","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.95292294992215
"2610","LAMB1","ITGAV","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.999332196068698
"2710","LAMB1","ITGB1","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0.019,0.943826767827155
"281","LAMB1","ITGA6","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0.014,0.799633036348168
"294","LAMB1","ITGA1","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.052,0.714298148308712
"3011","LAMB1","ITGA2","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.53,0.508462809201051
"316","PDAP1","PDGFRB","Human","TStroma","TPancreatic_tissue",26,0.087248322147651,0,0.999849992042037
"328","SERPINE1","ITGAV","Human","TStroma","TPancreatic_tissue",4,0.0134228187919463,0.78,0.468728348173958
"3312","SERPINE1","ITGB5","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0.823,0.337979087099832
"3413","COL1A1","ITGA5","Human","TStroma","TPancreatic_tissue",47,0.157718120805369,0.552,0.571934117675106
"357","COL1A1","ITGA1","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0.136,0.681918113952278
"362","COL1A1","CD44","Human","TStroma","TPancreatic_tissue",61,0.204697986577181,0,0.9118204551982
"372","COL1A1","ITGAV","Human","TStroma","TPancreatic_tissue",52,0.174496644295302,0,0.999332196068698
"381","COL1A1","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0.049,0.929283112518679
"402","COL1A1","ITGA2","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0.695,0.409600221918289
"411","LAMA4","ITGA6","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.805289934822962
"421","LAMA4","ITGAV","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.999332196068698
"43","LAMA4","ITGB1","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.95292294992215
"441","HBEGF","CD44","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.9118204551982
"453","HBEGF","ERBB2","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0.067,0.965917844410494
"471","FGF23","FGFR4","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.9998300238067
"481","FGF23","FGFR1","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.999688687782228
"493","FGF23","FGFR3","Human","TStroma","TPancreatic_tissue",25,0.0838926174496644,0,0.999664224443979
"501","TGFB3","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.005,0.950537657195069
"511","TGFB3","ITGB6","Human","TStroma","TPancreatic_tissue",4,0.0134228187919463,0.324,0.672965359232176
"521","TGFB3","ITGB5","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0.004,0.801738731495169
"531","TNFSF10","RIPK1","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.801780862463315
"553","INHBA","SMAD3","Human","TStroma","TPancreatic_tissue",4,0.0134228187919463,0.472,0.714247438094584
"571","C3","ITGAX","Human","TStroma","TPancreatic_tissue",36,0.120805369127517,0,0.850728343790756
"581","C3","ADRA2A","Human","TStroma","TPancreatic_tissue",56,0.187919463087248,0,0.839536769877438
"591","C3","ITGB2","Human","TStroma","TPancreatic_tissue",38,0.12751677852349,0,0.964259529657291
"60","LIF","IL6ST","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.999999986374151
"611","APOE","LRP5","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0.154,0.891793442378321
"622","LAMA5","SDC1","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0.005,0.968899520945765
"631","LAMA5","ITGA6","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.805289934822962
"641","LAMA5","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.01,0.94814636370312
"651","LAMA5","ITGA2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0.035,0.72857442171405
"691","JAG1","NOTCH2","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0.006,0.992769615482254
"703","JAG1","NOTCH3","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0.156,0.917295126703754
"711","LAMC1","ITGA6","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.805289934822962
"721","LAMC1","ITGA1","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.733627083003985
"741","LAMC1","ITGAV","Human","TStroma","TPancreatic_tissue",26,0.087248322147651,0,0.999332196068698
"751","LAMC1","ITGB1","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.95292294992215
"761","LAMC1","ITGA2","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.004,0.740184408631665
"771","IL1RN","IL1R1","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.992026749293564
"781","CCL21","ADRA2A","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.839536769877438
"791","MMP7","CD44","Human","TStroma","TPancreatic_tissue",60,0.201342281879195,0,0.9118204551982
"803","MMP7","SDC1","Human","TStroma","TPancreatic_tissue",77,0.258389261744966,0,0.971330891195108
"811","THBS1","SDC1","Human","TStroma","TPancreatic_tissue",40,0.134228187919463,0,0.971330891195108
"821","THBS1","ITGB1","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.95292294992215
"83","THBS1","LRP5","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.96956982971391
"842","THBS1","SDC4","Human","TStroma","TPancreatic_tissue",38,0.12751677852349,0,0.877582740887246
"851","THBS1","ITGA6","Human","TStroma","TPancreatic_tissue",18,0.0604026845637584,0,0.805289934822962
"86","ADAM10","GPNMB","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,1
"881","ADAM10","CD44","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.9118204551982
"89","ADAM10","TSPAN14","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.731080383782447
"921","ADAM10","AXL","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.999204090389259
"94","CDH1","LRP5","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0.014,0.962758918694488
"95","CDH1","IGF1R","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.99679166141061
"961","CDH1","ERBB3","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.026,0.986914383007003
"97","CDH1","PTPRM","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0,0.892735089853924
"981","CDH1","PTPRF","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.998388623537898
"991","SEMA7A","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.001,0.952446369272225
"1001","SEMA7A","ITGA1","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0.05,0.715051230382194
"1012","TIMP2","CD44","Human","TStroma","TPancreatic_tissue",60,0.201342281879195,0,0.9118204551982
"1021","TIMP2","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0.004,0.951015194355158
"1031","LGALS3BP","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0.187,0.859217392003336
"1041","LAMC2","ITGA6","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.03,0.793118605728901
"1051","LAMC2","ITGB1","Human","TStroma","TPancreatic_tissue",18,0.0604026845637584,0.295,0.800114875929872
"1062","LAMC2","ITGA2","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.753,0.36860289362914
"1071","NID1","ITGB1","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.95292294992215
"1082","NID1","PTPRF","Human","TStroma","TPancreatic_tissue",39,0.130872483221477,0,0.998388623537898
"1091","ICAM1","ITGAX","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0.015,0.844323773326932
"1101","ICAM1","ITGB2","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.007,0.960878694451675
"1113","VCAN","CD44","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.9118204551982
"1121","VCAN","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0.007,0.949581862426255
"1132","TIMP3","CD44","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.9118204551982
"1151","LUM","ITGB1","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.95292294992215
"1171","CALM2","INSR","Human","TStroma","TPancreatic_tissue",49,0.164429530201342,0,0.956472658799029
"1181","CALM2","AQP1","Human","TStroma","TPancreatic_tissue",59,0.197986577181208,0,0.708936981301485
"1211","APP","NCSTN","Human","TStroma","TPancreatic_tissue",36,0.120805369127517,0,0.730285713763352
"1221","CALM3","INSR","Human","TStroma","TPancreatic_tissue",39,0.130872483221477,0,0.956472658799029
"1231","CALM3","AQP1","Human","TStroma","TPancreatic_tissue",54,0.181208053691275,0,0.708936981301485
"1241","TNFSF12","TNFRSF12A","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.924874053714787
"1251","FGF19","FGFR1","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.999688687782228
"1262","FGF19","FGFR3","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.999664224443979
"127","VCAM1","ITGB1","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.95292294992215
"128","VCAM1","ITGB2","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0,0.964259529657291
"1291","VCAM1","EZR","Human","TStroma","TPancreatic_tissue",40,0.134228187919463,0,0.803494195014648
"1311","COL6A3","ITGB1","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.95292294992215
"1321","COL6A3","ITGA2","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0.087,0.708672617562551
"1331","LIPH","LPAR4","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.004,0.785812230405683
"1352","COL1A2","CD44","Human","TStroma","TPancreatic_tissue",57,0.191275167785235,0,0.9118204551982
"1361","COL1A2","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0,0.95292294992215
"1381","COL14A1","CD44","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0,0.9118204551982
"1391","COL6A2","ITGB1","Human","TStroma","TPancreatic_tissue",28,0.0939597315436242,0.003,0.951492491847869
"1401","CD14","ITGB1","Human","TStroma","TPancreatic_tissue",25,0.0838926174496644,0,0.95292294992215
"1411","CD14","ITGB2","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0,0.964259529657291
"1421","COL3A1","ITGB1","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.95292294992215
"143","FGB","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.95292294992215
"144","FGB","ITGB2","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.964259529657291
"1451","FGA","ITGAX","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.850728343790756
"1461","FGA","ITGB1","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.95292294992215
"1471","FGA","ITGB2","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.964259529657291
"1483","SEMA4C","PLXNB2","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0.113,0.894561374327869
"1492","HAS2","CD44","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.9118204551982
"1501","EFEMP2","AQP1","Human","TStroma","TPancreatic_tissue",73,0.24496644295302,0,0.708936981301485
"1533","AGTRAP","RACK1","Human","TStroma","TPancreatic_tissue",80,0.268456375838926,0,0.999999796563954
"1543","PKM","CD44","Human","TStroma","TPancreatic_tissue",54,0.181208053691275,0,0.9118204551982
"1552","MMP1","CD44","Human","TStroma","TPancreatic_tissue",70,0.23489932885906,0,0.9118204551982
"1561","FBN1","ITGB1","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.95292294992215
"158","PSEN1","CD44","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0,0.9118204551982
"161","EFNA5","EPHB6","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.815299082720515
"162","EFNA5","EPHA2","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.09,0.952449550827485
"1631","FBLN1","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0.004,0.951015194355158
"1641","COL7A1","ITGB1","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.391,0.743646319448563
"1651","HSP90AA1","FGFR3","Human","TStroma","TPancreatic_tissue",54,0.181208053691275,0,0.999664224443979
"1661","FGG","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.95292294992215
"167","FGG","ITGB2","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.964259529657291
"1681","CXCL14","CXCR4","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.983180400946864
"1692","HMGB1","SDC1","Human","TStroma","TPancreatic_tissue",32,0.10738255033557,0.044,0.949721231405051
"1701","HMGB1","CXCR4","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0,0.983180400946864
"171","FN1","ITGA6","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.805289934822962
"1721","FN1","CD44","Human","TStroma","TPancreatic_tissue",43,0.144295302013423,0,0.9118204551982
"1731","FN1","ITGB1","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0.002,0.951969550033695
"1741","COL18A1","ITGB1","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0.101,0.903519712840296
"1751","ADAM15","ITGB1","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.49,0.680523104478496
"1761","CALM1","PTPRA","Human","TStroma","TPancreatic_tissue",33,0.110738255033557,0,0.998890684622797
"177","LAMC3","ITGA6","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.805289934822962
"1781","LAMC3","ITGB1","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.029,0.939003911696949
"1791","COL6A1","ITGB1","Human","TStroma","TPancreatic_tissue",18,0.0604026845637584,0.002,0.951969550033695
"1801","COL6A1","ITGA6","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.805289934822962
"1811","TGM2","ITGB1","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0.002,0.951969550033695
"1823","TGM2","SDC4","Human","TStroma","TPancreatic_tissue",64,0.214765100671141,0.508,0.615560331579903
"1831","THBS2","ITGB1","Human","TStroma","TPancreatic_tissue",4,0.0134228187919463,0.958,0.195291091032105
"1851","THBS2","ITGA6","Human","TStroma","TPancreatic_tissue",3,0.0100671140939597,0.907,0.245580424217458
"1872","SEMA4A","PLXNB2","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.49,0.678318122618337
"1881","EFNA1","EPHB6","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.815299082720515
"189","ADAM12","ITGB1","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.01,0.94814636370312
"1902","ADAM12","SDC4","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0.065,0.848582124335332
"191","S100A9","ITGB2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0.013,0.957971339241392
"1921","COL5A1","ITGB1","Human","TStroma","TPancreatic_tissue",28,0.0939597315436242,0,0.95292294992215
"1931","CEL","CXCR4","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0,0.983180400946864
"1941","SPTAN1","PTPRA","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0,0.998890684622797
"1951","PLAU","ITGB1","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.246,0.827453237325351
"1961","PLAU","ITGB2","Human","TStroma","TPancreatic_tissue",4,0.0134228187919463,0.195,0.865150931705326
"1971","COL16A1","ITGB1","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.95292294992215
"1981","HSPG2","SDC1","Human","TStroma","TPancreatic_tissue",87,0.291946308724832,0.623,0.596400331129674
"1991","HSPG2","ITGB1","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0.012,0.94718815591543
"2001","HSPG2","FGFR1","Human","TStroma","TPancreatic_tissue",63,0.211409395973154,0,0.999688687782228
"2011","COL5A2","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.111,0.898480522886349
"2021","COL4A1","ITGB1","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.95292294992215
"2031","AGRN","ITGB1","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.95292294992215
"2041","ZG16B","CXCR4","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.983180400946864
"2051","LAMB3","ITGB1","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.252,0.824154407298337
"2061","LAMB3","ITGA6","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.024,0.795567768344167
"207","AFDN","EPHB6","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.815299082720515
"2082","SPP1","CD44","Human","TStroma","TPancreatic_tissue",63,0.211409395973154,0,0.9118204551982
"2091","SPP1","ITGB1","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0.118,0.894936207205133
"2103","LGALS9","CD44","Human","TStroma","TPancreatic_tissue",37,0.124161073825503,0,0.9118204551982
"2111","LGALS9","SLC1A5","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0.099,0.731620110409667
"2121","MDK","ITGA6","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0,0.805289934822962
"2132","S100A10","CFTR","Human","TStroma","TPancreatic_tissue",56,0.187919463087248,0,0.901064531895313
"2142","HSP90AA1","CFTR","Human","TStroma","TPancreatic_tissue",56,0.187919463087248,0,0.901064531895313
"2153","PLAU","ITGA3","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0.775,0.384606256297122
"2161","LAMA4","ITGA3","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.810821181499588
"2173","LGALS8","ITGA3","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.001,0.810415669505483
"2181","NID1","ITGA3","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0,0.810821181499588
"2191","LAMC3","ITGA3","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.275,0.690389358671671
"2201","THBS1","ITGA3","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.810821181499588
"2213","CALR","ITGA3","Human","TStroma","TPancreatic_tissue",71,0.238255033557047,0.751,0.404598957121405
"2222","TIMP2","ITGA3","Human","TStroma","TPancreatic_tissue",64,0.214765100671141,0.068,0.782767961249908
