"","combinedPval","adjustedPval"
"ACTR2_LDLR",2.55691442706211e-17,1.03191426131531e-15
"AGRN_ITGB1",1.65869064895982e-28,2.92426892115446e-26
"ZG16B_CXCR4",1.58533199663578e-45,1.77012723293197e-42
"LAMB3_CD151",2.55351295663786e-15,7.56946413622089e-14
"LAMB3_ITGB1",1.78382412496708e-18,8.18530160105606e-17
"LAMB3_ITGA6",2.95714052134244e-08,3.13465964630853e-07
"AFDN_EPHB6",3.02736338559928e-05,0.000233657829357533
"SPP1_CD44",6.57136142148129e-05,0.000494653237811303
"SPP1_ITGB1",2.75335310107039e-14,6.9870442343035e-13
"LGALS9_CD44",1.60222265488397e-06,1.40129511347953e-05
"LGALS9_SLC1A5",3.87148419436212e-05,0.00029812180835259
"MDK_ITGA6",0.000111963519185299,0.000824272208432515
"LRPAP1_LDLR",0.000455870655035828,0.00322839012036292
"HSPA8_LDLR",8.86490880702695e-12,1.60512203702546e-10
"S100A10_CFTR",2.06281658421403e-11,3.59885955671438e-10
"HSP90AA1_CFTR",1.40413236593417e-10,2.14767938574806e-09
"PLAU_ITGA3",2.09930373973322e-07,2.00915178890882e-06
"LAMA4_ITGA3",2.38175634548199e-07,2.26652326231962e-06
"LGALS8_ITGA3",2.29771475734886e-07,2.19277721790366e-06
"NID1_ITGA3",4.73242710692379e-05,0.000361922294104145
"LAMC3_ITGA3",5.04744375664501e-05,0.000384259245036107
"THBS1_ITGA3",1.5140008539305e-05,0.000120748666431285
"CALR_ITGA3",1.52084789206697e-10,2.31562704210835e-09
"TIMP2_ITGA3",1.67421632113474e-13,3.71398493138089e-12
"LAMB2_ITGA3",2.80233431886323e-05,0.000217290986653404
"LAMA5_ITGA3",0.000113153821611478,0.000829389512477014
"ADAM9_ITGA3",2.81898668852421e-08,3.03625434556662e-07
"LAMC1_ITGA3",4.93534555423558e-06,4.13297794469288e-05
"LAMB3_ITGA3",2.95195698978674e-17,1.16331308502031e-15
"COL18A1_ITGA3",3.24948432828265e-07,3.01517662898569e-06
"LAMB1_ITGA3",1.14932841022153e-10,1.7906520141122e-09
"LAMC2_ITGA3",9.40714903511975e-19,4.7031489707976e-17
"FN1_ITGA3",8.1148957279674e-18,3.39780514845494e-16
"APP_CD74",4.87720974717831e-12,9.12691309788019e-11
"SLPI_CD4",8.74744721102161e-12,1.59246179017229e-10
"IL16_CD4",1.11433084981627e-12,2.24859675313859e-11
"CALM1_SCTR",9.98978377058853e-33,3.34627478804678e-30
"CALM2_KCNQ1",5.40956168748608e-10,7.30660971672896e-09
"CALM1_KCNQ1",0.000486676743607917,0.00343928182867691
"CALM3_KCNQ1",7.85569619354831e-08,7.92596424902371e-07
"LTB_TNFRSF1A",0.000332236057345003,0.0023678512689939
"LAMC3_ITGB4",8.79590474732847e-21,5.55917264133178e-19
"LAMB2_ITGB4",2.82600783855393e-18,1.22938568042966e-16
"LAMA5_ITGB4",7.21644966006352e-15,1.90337946184671e-13
"LAMC1_ITGB4",7.18250926342586e-21,4.71749590657516e-19
"LAMB3_ITGB4",4.19041847357794e-48,7.018315917299e-45
"LAMB1_ITGB4",4.29523083766981e-12,8.08298959959425e-11
"LAMC2_ITGB4",1.15777020980468e-18,5.54025614337739e-17
"HBEGF_CD82",4.44089209850063e-16,1.44423714207338e-14
"LTB_LTBR",1.38227136403657e-08,1.56955597429401e-07
"CD55_ADGRE5",2.63948913850065e-05,0.000205545715423847
"AGRN_LRP1",3.3553730822931e-21,2.29377201292e-19
"GPC3_LRP1",3.80859788151611e-11,6.28455594836711e-10
"PDGFB_LRP1",1.09556501640234e-18,5.31856631291464e-17
"A2M_LRP1",8.74590665336113e-17,3.18436266716599e-15
"SERPINA1_LRP1",7.0535612737066e-05,0.000528574774947239
"HSPG2_LRP1",2.88571688766837e-09,3.6068197600523e-08
"APOE_LRP1",3.23783222455631e-11,5.42287830736496e-10
"HSP90B1_LRP1",4.63308382769867e-08,4.77520818639669e-07
"MDK_LRP1",1.59840027880165e-08,1.80274629065814e-07
"PLAU_LRP1",7.33737781644095e-09,8.62385678520665e-08
"LRPAP1_LRP1",6.2292237223982e-07,5.57597560020519e-06
"C3_LRP1",4.10782519111308e-15,1.12786634189378e-13
"THBS1_LRP1",1.20851601256327e-16,4.30655570141178e-15
"HSP90AA1_LRP1",4.37630846973347e-05,0.000335453248999957
"CALR_LRP1",3.07531777821168e-14,7.63065368527697e-13
"C1QB_LRP1",1.91897318035927e-08,2.128469716132e-07
"VWF_LRP1",1.20458743202434e-07,1.19881228784971e-06
"APP_LRP1",3.99680288865056e-15,1.12504859722859e-13
"PSAP_LRP1",3.77475828372553e-15,1.07155052363156e-13
"COL4A2_CD93",0.00627650928526657,0.0432600901058979
"COL1A2_CD93",1.35231072796449e-05,0.000108629042540466
"COL4A1_CD93",3.8862246753979e-10,5.49268979206443e-09
"C1QA_CD93",3.71458419579085e-12,7.06973364893124e-11
"HLA-B_CANX",1.24775270005095e-07,1.23291839833913e-06
"GSTP1_TRAF2",2.65219735728905e-07,2.48853145836844e-06
"S100A9_CD68",0.11178013312153,0.757954589280743
"AFDN_NECTIN2",2.42339148748272e-10,3.54039488048856e-09
"LRPAP1_SORT1",5.98854299482809e-13,1.24595055880033e-11
"PSAP_SORT1",1.8483743169373e-07,1.7894490600269e-06
"PSEN1_NOTCH2",1.00744230735472e-08,1.16366427215512e-07
"ADAM10_NOTCH2",1.02956907443996e-08,1.18107683311643e-07
"APP_NOTCH2",7.46469295265229e-06,6.17394048317831e-05
"JAG2_NOTCH2",6.27236806938214e-09,7.47705764177681e-08
"PDGFB_PDGFRA",3.83030115634718e-30,7.54726351055174e-28
"CD14_RIPK1",4.27005542036341e-10,5.93501720729714e-09
"CALR_HLA-F",2.73997868838194e-09,3.45031573228791e-08
"B2M_HLA-F",1.75650605171995e-11,3.12966111866177e-10
"PLAU_ITGAV",1.47542331789818e-05,0.00011795276698492
"SPP1_ITGAV",3.90006887163175e-06,3.27419766130614e-05
"NID1_ITGAV",6.74020617097426e-10,9.03105912765507e-09
"PDGFB_ITGAV",5.37037897485604e-08,5.49870612668144e-07
"CALR_ITGAV",8.00470800754738e-14,1.90165572485453e-12
"FGG_ITGAV",1.47047957723689e-05,0.000117838777603473
"FGA_ITGAV",2.39114694711162e-08,2.60820591320343e-07
"MFGE8_ITGAV",2.67844542101159e-08,2.89418721434138e-07
"FGB_ITGAV",4.2232883856741e-13,8.89731828789396e-12
"FBN1_ITGAV",4.30475564416888e-07,3.90775791388243e-06
"AZGP1_ITGAV",3.55509089944306e-07,3.2805721816358e-06
"ADAM9_ITGAV",2.11277662032217e-11,3.66692296773542e-10
"VEGFA_ITGAV",1.20974274035363e-18,5.70742468397509e-17
"ADAM15_ITGAV",3.51614293236935e-09,4.3301518875645e-08
"COL1A2_ITGAV",3.18056203596484e-09,3.94589586691431e-08
"COL4A1_ITGAV",4.67077154731044e-10,6.38598736486368e-09
"FN1_ITGAV",7.25383264565949e-09,8.55568339330539e-08
"SAA1_SCARB1",0.00376354571543058,0.0259932731410778
"PDGFB_PDGFRB",5.26755156712425e-21,3.52894024707519e-19
"MFGE8_PDGFRB",2.43110309661176e-10,3.54039488048856e-09
"CALM1_KCNN4",5.14177386230632e-25,5.38230751423084e-23
"PSEN1_NOTCH3",8.65469917954442e-11,1.37396299261775e-09
"THBS2_NOTCH3",5.55111512312578e-16,1.78793780809565e-14
"SCGB3A1_NOTCH3",4.16333634234434e-14,1.01794999293037e-12
"JAG2_NOTCH3",7.99193088374395e-08,8.03920307154914e-07
"APP_APLP2",0.00176349835332701,0.0122301966753786
"HLA-A_APLP2",2.37111510514865e-06,2.02615228404232e-05
"GPC3_CD81",1.17316423688951e-05,9.58474298878946e-05
"CD99_CD81",6.49213795837557e-49,2.17466944926215e-45
"AFDN_NECTIN1",4.31661373312409e-11,7.05334034449772e-10
"BMP2_GPC1",1.06525899212784e-11,1.91843804294891e-10
"APP_GPC1",1.60714942709639e-06,1.4019436141429e-05
"COL18A1_GPC1",3.80362408236579e-13,8.11334492339993e-12
"VEGFA_GPC1",3.45888105091063e-06,2.9111063282641e-05
"NLGN2_NRXN2",9.1926466438963e-14,2.15332728015011e-12
"AFDN_NRXN2",5.78181946764289e-12,1.06413971622863e-10
"GPC3_IGF1R",6.43929354282591e-15,1.71187950133857e-13
"INS_IGF1R",1.33070665597756e-10,2.05413086665702e-09
"GNAI2_IGF1R",5.65429036925025e-10,7.60648956139327e-09
"S100A4_ERBB2",0.00358090598362781,0.0247829539818158
"SEMA4D_ERBB2",0.0382790474709025,0.261147061573163
"HLA-A_ERBB2",0.000173991215062341,0.00126424693357243
"HSP90B1_ERBB2",0.00926118539698351,0.0635700085162677
"HSP90AA1_ERBB2",0.000987069450515077,0.00690267952722134
"PSEN1_NOTCH1",1.60333146759228e-09,2.0577296824273e-08
"MFAP2_NOTCH1",1.0762745255688e-05,8.81465393220569e-05
"JAG2_NOTCH1",6.47127784692003e-09,7.68681540483221e-08
"PLAU_ST14",5.3447680201657e-06,4.44251934241596e-05
"SPINT1_ST14",0.000656544961610717,0.00462022401814657
"GNAI2_ADRA2A",1.30118138486068e-13,2.96500902793419e-12
"AGT_ADRA2A",2.58526533514214e-12,4.97692834382621e-11
"SAA1_ADRA2A",6.04294392303473e-13,1.24950806284484e-11
"CXCL2_ADRA2A",4.53864301697138e-09,5.46873327820909e-08
"APP_ADRA2A",1.52354795446286e-11,2.72910368091813e-10
"CXCL1_ADRA2A",1.14714802101901e-08,1.3114669581418e-07
"PPY_ADRA2A",6.16994895738176e-24,5.90498828281754e-22
"CXCL16_ADRA2A",2.04415928628521e-10,3.01643790994375e-09
"ANXA1_ADRA2A",3.33066907387547e-15,9.53566830984348e-14
"COL6A1_ITGA1",1.66400226930818e-12,3.29816761449079e-11
"COL5A1_ITGA1",1.27954140005351e-16,4.51165882179827e-15
"COL6A2_ITGA1",4.43456888371329e-29,8.25247872793787e-27
"COL6A3_ITGA1",1.37726496873825e-10,2.11624780609172e-09
"COL5A2_ITGA1",1.01405228658535e-08,1.16727416367307e-07
"COL1A2_ITGA1",3.9310771526857e-08,4.09165856734321e-07
"COL4A1_ITGA1",6.7124084068837e-13,1.37941924751609e-11
"FBN1_ITGB6",2.64425816576264e-07,2.48805152275551e-06
"FN1_ITGB6",2.89568663935924e-07,2.70185866390669e-06
"CSF1_CSF1R",2.44249065417534e-15,7.43782128167792e-14
"GNAS_PTGIR",5.6621374255883e-15,1.52955195711925e-13
"FGF19_FGFR4",3.68485839914518e-23,3.24819968757666e-21
"PLAU_ITGA5",1.19195320280596e-10,1.84846387341433e-09
"SPP1_ITGA5",6.00763883085165e-12,1.0996595223884e-10
"FGG_ITGA5",1.5075853898594e-09,1.9573465619787e-08
"FGA_ITGA5",4.10782519111308e-15,1.12786634189378e-13
"FGB_ITGA5",3.17468434873902e-08,3.35464680438468e-07
"FBN1_ITGA5",2.55351295663786e-15,7.56946413622089e-14
"COL18A1_ITGA5",2.48800979818498e-12,4.84539461983727e-11
"ADAM15_ITGA5",2.98068236759264e-11,5.01727765432101e-10
"FN1_ITGA5",8.44725865444262e-05,0.000627400360470084
"WNT7B_LRP5",2.39820927561141e-08,2.60820591320343e-07
"DKK1_LRP5",2.99088638528086e-25,3.33952096622411e-23
"PSEN1_NCSTN",5.45016887387728e-05,0.000413977638650338
"FN1_IL17RC",0.000112704913035389,0.000827910744582093
"PLAU_ITGB5",2.91190129786401e-08,3.11628971086276e-07
"SPP1_ITGB5",0.000318909977157888,0.00227772231712544
"TLN1_ITGB5",3.21729209940003e-07,2.99359817245967e-06
"COL4A2_ITGB5",4.85029620240773e-05,0.00037009162248995
"ADAM9_ITGB5",5.07313854913871e-06,4.22723297232416e-05
"COL18A1_ITGB5",1.69109171110904e-12,3.33214393419171e-11
"LTBP3_ITGB5",3.70284023776257e-07,3.40752541816998e-06
"LTBP1_ITGB5",1.7478054670228e-08,1.95806641517161e-07
"MST1_MST1R",2.66003924989696e-25,3.07252595512201e-23
"LAMC3_ITGA2",1.2170264795941e-12,2.42658919314742e-11
"COL6A1_ITGA2",1.84442772705373e-16,6.17827386773431e-15
"COL6A2_ITGA2",1.69583125320116e-10,2.57021585683873e-09
"MMP1_ITGA2",1.84678760684065e-06,1.60263698180749e-05
"HSPG2_ITGA2",3.33066907387547e-15,9.53566830984348e-14
"LAMB3_ITGA2",2.56639154372351e-12,4.96915250714644e-11
"COL1A2_ITGA2",5.49438272656744e-12,1.01682413648884e-10
"COL4A1_ITGA2",2.64154476070644e-10,3.81395445537199e-09
"FN1_ITGA2",2.82608381141358e-11,4.78107284109191e-10
"COL7A1_ITGA2",7.97323720834657e-17,2.93493715180716e-15
"COL3A1_ITGA2",5.7938006122614e-20,3.34611655836742e-18
"GAS6_AXL",3.05311331771918e-14,7.63065368527697e-13
"LRPAP1_LRP8",5.56308777044379e-07,5.00931665160845e-06
"INS_INSR",1.88403403988957e-09,2.39959810329482e-08
"ARF1_INSR",3.44807946073278e-06,2.90932522246661e-05
"HRAS_INSR",8.81059913870885e-06,7.25131124239236e-05
"CALM1_INSR",2.90358848076266e-09,3.61566593947916e-08
"FN1_ROBO4",1.23456800338317e-13,2.83248536480337e-12
"CD6_ALCAM",1.45076362034757e-08,1.64176298103094e-07
"S100A9_ALCAM",9.73296998552087e-11,1.53785375173727e-09
"PLAU_MRC2",2.56270962417648e-06,2.17875647787168e-05
"LGALS9_MRC2",2.13597391218734e-06,1.83352288533208e-05
"CALM1_AQP1",1.10893418532205e-21,8.07520308652408e-20
"C1QA_CSPG4",5.58354595669996e-07,5.01425916015485e-06
"C4B_CD46",5.36082289670503e-12,9.97618440019722e-11
"SEMA4A_PLXND1",1.04972399306291e-06,9.27772353941586e-06
"SEMA4D_MET",1.20607849374288e-07,1.19881228784971e-06
"AFDN_EPHB3",0.000252347714232437,0.00181782442997341
"FAM3C_LAMP1",1.62650099713419e-23,1.47250956020806e-21
"PLAU_PLAUR",8.77076189453874e-15,2.27747240795564e-13
"FN1_PLAUR",5.38857236609402e-09,6.44645865441694e-08
"LAMB3_COL17A1",3.77342183021586e-19,1.94458760994673e-17
"MDK_SDC3",0.000286886335449488,0.00205777788626503
"COL5A1_SDC3",1.99636445764066e-22,1.63102825987713e-20
"PLAU_IGF2R",5.0885319682733e-17,1.93693634515155e-15
"EFNA1_EPHA2",1.73766457489677e-06,1.51185705617936e-05
"SEMA4D_PLXNB1",1.32064891660288e-05,0.000106596954267177
"SEMA4A_PLXNB1",0.0579744549128562,0.394709050377134
"S100A10_TRPV6",1.92495208716493e-31,4.29867071226811e-29
"B2M_TFRC",5.02511365851888e-11,8.09259986575871e-10
"SEMA3B_NRP2",7.04547531427124e-13,1.43903700772951e-11
"VEGFA_NRP2",2.48514542278144e-11,4.26896613162397e-10
"PGF_NRP2",1.65091040908452e-16,5.64290765784001e-15
"LGALS9_CD47",9.25452029676421e-07,8.2010153678027e-06
"THBS2_CD47",6.47630524763798e-08,6.55397574329412e-07
"COL4A1_CD47",1.35838837844737e-06,1.19741825289789e-05
"GNAS_ADORA1",7.94247889679411e-10,1.05995605817208e-08
"AFDN_NECTIN4",5.39837938795529e-08,5.49870612668144e-07
"AFDN_F11R",3.82693876588291e-13,8.11334492339993e-12
"CD59_CD2",2.52193875560636e-07,2.38636453958546e-06
"MDK_TSPAN1",3.33066907387547e-15,9.53566830984348e-14
"MDK_SDC4",4.4185285530407e-07,4.0001976930039e-06
"BMP2_ENG",4.56252813307856e-11,7.38313353293051e-10
"ALOX5AP_ALOX5",0.000154857511683537,0.00113012141436032
"HLA-C_NOTCH4",1.31264430628386e-05,0.000106206777381506
"SPTBN2_PTPRA",0.000422400291246072,0.00300406147047228
"MDK_SDC1",1.40998324127395e-13,3.19122737423343e-12
"LAMB2_ITGB1",1.0575241964974e-22,8.85596384705384e-21
"MDK_ITGB1",2.44249065417534e-15,7.43782128167792e-14
"ADAM9_ITGB1",1.77950211016907e-16,6.02100275670132e-15
"VEGFA_ITGB1",1.52436078240991e-25,1.89116541132732e-23
"SPON2_ITGB2",1.81132875365364e-09,2.31580241932737e-08
"ICAM2_ITGB2",1.80775563616287e-05,0.00014349368431282
"VEGFA_SIRPA",2.28661534151797e-12,4.47922126074381e-11
"ADAM9_ITGA6",2.295145418163e-08,2.52066935321204e-07
"VIM_CD44",8.824559971643e-08,8.85018003459608e-07
"SEMA4D_PLXNB2",1.48133551514107e-06,1.29895942553274e-05
"CXCL17_GPR35",2.54846078629874e-31,5.33535702158081e-29
